etnia;genero;nhijos;edad;promedio;he;sv;modalidad;rendimiento
Blancos;MASCULINO;0;23;8.84;17.4;0;0;ALTO
Mestizos;MASCULINO;0;22;8.265;20.5;0;0;BAJO
Blancos;MASCULINO;0;22;8.645;33.4;0;0;ALTO
Mestizos;FEMENINO;0;22;9.25;35.5;0;0;ALTO
Mestizos;MASCULINO;0;22;8.49;44.5;0;0;BAJO
Mestizos;MASCULINO;0;22;8.295;39.3;0;0;BAJO
Mestizos;FEMENINO;1;21;8.7;49.3;0;0;ALTO
Mestizos;FEMENINO;0;27;8.185;44.2;0;0;BAJO
Blancos;MASCULINO;0;22;7.81;23.6;0;0;BAJO
Mestizos;MASCULINO;0;22;7.745;48.2;0;0;BAJO
Mestizos;MASCULINO;0;22;8.685;21.3;0;0;ALTO
Mestizos;FEMENINO;0;25;8.495;34;0;0;BAJO
Blancos;MASCULINO;0;25;8.635;5.2;0;0;ALTO
Mestizos;FEMENINO;1;24;8.225;16.5;0;0;BAJO
Mestizos;MASCULINO;0;24;8.49;47.5;0;0;BAJO
Mestizos;MASCULINO;0;22;9.245;28;0;0;ALTO
Mestizos;MASCULINO;0;22;8.42;19.3;0;0;BAJO
Mestizos;FEMENINO;0;22;8.42;4;0;0;BAJO
Mestizos;MASCULINO;0;22;9.195;4;0;0;ALTO
Mestizos;MASCULINO;0;26;8.455;15.9;0;0;BAJO
Mestizos;FEMENINO;0;22;8.4;26.5;0;0;BAJO
AfroEcuatoriano;MASCULINO;0;22;9.24;8.1;0;0;ALTO
Mestizos;MASCULINO;0;22;8.48;22.4;0;0;BAJO
Mestizos;FEMENINO;0;22;8.545;48;0;0;ALTO
Mestizos;FEMENINO;0;23;8.775;47.6;0;0;ALTO
Blancos;FEMENINO;0;22;8.435;27.3;0;0;BAJO
Mestizos;MASCULINO;0;22;8.205;28.7;0;0;BAJO
Mestizos;MASCULINO;0;22;8.14;15.6;0;0;BAJO
Mestizos;FEMENINO;0;22;9.235;16.2;0;0;ALTO
Mestizos;MASCULINO;0;22;8.69;31.7;0;0;ALTO
Mestizos;MASCULINO;0;21;7.69;21.2;0;0;BAJO
Mestizos;FEMENINO;0;22;8.47;45.6;0;0;BAJO
Mestizos;MASCULINO;0;22;7.99;5.4;0;0;BAJO
Mestizos;FEMENINO;0;22;8.77;20.4;0;0;ALTO
Mestizos;MASCULINO;0;23;8.58;40.3;0;0;ALTO
Mestizos;MASCULINO;0;23;8.56;3.4;0;0;ALTO
Mestizos;MASCULINO;0;22;8.215;43;0;0;BAJO
Mestizos;MASCULINO;0;23;8.575;29.1;0;0;ALTO
Mestizos;MASCULINO;0;22;8.215;17.3;0;0;BAJO
Mestizos;MASCULINO;0;22;8.245;17.1;0;0;BAJO
Mestizos;FEMENINO;0;23;8.31;16;0;0;BAJO
Mestizos;MASCULINO;0;22;8.185;45.7;0;0;BAJO
Mestizos;FEMENINO;0;23;8.31;21.7;0;0;BAJO
Mestizos;MASCULINO;0;22;8.42;41.2;0;0;BAJO
Mestizos;FEMENINO;0;23;8.235;45;0;0;BAJO
Mestizos;FEMENINO;0;22;8.545;24.3;0;0;ALTO
Mestizos;FEMENINO;0;22;8.815;47.7;0;0;ALTO
Mestizos;MASCULINO;0;22;8.27;5.4;0;0;BAJO
Mestizos;MASCULINO;0;23;8.32;37.4;0;0;BAJO
Mestizos;MASCULINO;0;22;8.475;11.5;0;0;BAJO
Mestizos;FEMENINO;0;22;8.895;44.3;0;0;ALTO
Mestizos;FEMENINO;0;23;8.29;2.2;0;0;BAJO
Mestizos;MASCULINO;0;21;7.995;2.2;0;0;BAJO
Mestizos;MASCULINO;0;23;8.365;45.8;0;0;BAJO
Mestizos;MASCULINO;0;22;7.97;30.9;0;0;BAJO
Mestizos;MASCULINO;0;24;8.59;32.4;0;0;ALTO
Mestizos;MASCULINO;0;22;8.6;41.6;0;0;ALTO
AfroEcuatoriano;FEMENINO;0;23;8.54;38.7;0;0;ALTO
Blancos;MASCULINO;0;22;8.31;38.9;0;0;BAJO
Blancos;MASCULINO;0;24;7.805;43.1;0;0;BAJO
Mestizos;MASCULINO;0;23;8.435;37.3;0;0;BAJO
Mestizos;FEMENINO;0;22;8.37;36.2;0;0;BAJO
Mestizos;FEMENINO;0;22;8.72;19.9;0;0;ALTO
Mestizos;MASCULINO;0;22;8.98;47;0;0;ALTO
Mestizos;FEMENINO;0;4;8.625;16.2;0;0;ALTO
Mestizos;FEMENINO;0;23;8.515;13.5;0;0;ALTO
Mestizos;MASCULINO;0;22;7.915;1.1;0;0;BAJO
Mestizos;MASCULINO;0;24;8.965;26.2;0;0;ALTO
Mestizos;MASCULINO;0;22;8.845;35;0;0;ALTO
Mestizos;FEMENINO;0;22;8.445;44.7;0;0;BAJO
Mestizos;FEMENINO;0;26;9.525;41.9;0;0;ALTO
Mestizos;MASCULINO;0;22;7.96;6.1;0;0;BAJO
Mestizos;MASCULINO;0;23;7.915;31.1;0;0;BAJO
Mestizos;MASCULINO;0;22;8.16;33.3;0;0;BAJO
Mestizos;FEMENINO;0;22;7.995;7.9;0;0;BAJO
Mestizos;MASCULINO;0;24;8.575;30.4;0;0;ALTO
Mestizos;MASCULINO;0;23;8.06;41.8;0;0;BAJO
Mestizos;FEMENINO;0;22;8.73;1.8;0;0;ALTO
Mestizos;FEMENINO;0;24;9.29;13.1;0;0;ALTO
Mestizos;FEMENINO;0;23;9.245;19.6;0;0;ALTO
Mestizos;FEMENINO;2;48;9.29;26.9;0;0;ALTO
Mulato;MASCULINO;1;35;9.05;6.9;0;0;ALTO
Mestizos;FEMENINO;3;33;8.71;37.2;0;0;ALTO
Mestizos;MASCULINO;0;23;8.465;8.5;0;0;BAJO
Mestizos;MASCULINO;0;29;8.61;8.8;0;0;ALTO
Mestizos;FEMENINO;0;23;8.605;34;0;0;ALTO
Mestizos;FEMENINO;0;22;9.755;32.5;0;0;ALTO
Mestizos;FEMENINO;0;24;8.275;2;0;0;BAJO
Mestizos;FEMENINO;4;39;9.295;43.7;0;0;ALTO
Mestizos;MASCULINO;2;31;9.38;16;0;0;ALTO
Mestizos;FEMENINO;0;23;9.345;43.5;0;0;ALTO
Mestizos;MASCULINO;2;35;8.845;37.3;0;0;ALTO
Mestizos;MASCULINO;0;25;9.775;6.1;0;0;ALTO
Mestizos;FEMENINO;0;34;9.46;48.1;0;0;ALTO
Mestizos;MASCULINO;0;30;9.48;23.6;0;0;ALTO
Mestizos;MASCULINO;0;26;9.76;13;0;0;ALTO
Mestizos;MASCULINO;0;23;8.875;12.8;0;0;ALTO
Montubio;MASCULINO;0;27;8.95;47.8;0;0;ALTO
Mestizos;MASCULINO;0;23;8.325;46.3;0;0;BAJO
Mestizos;FEMENINO;0;22;8.75;13.4;0;0;ALTO
Mestizos;MASCULINO;3;32;8.855;26.9;0;0;ALTO
Mestizos;MASCULINO;0;26;8.615;30.9;0;0;ALTO
Mestizos;FEMENINO;4;30;9.395;27.9;0;0;ALTO
Mestizos;MASCULINO;0;22;8.995;44;0;0;ALTO
Montubio;MASCULINO;0;25;8.805;33;0;0;ALTO
Mestizos;FEMENINO;0;23;9.35;13.6;0;0;ALTO
Mestizos;MASCULINO;1;30;9.41;1.2;0;0;ALTO
Blancos;FEMENINO;0;28;9.145;17.2;0;0;ALTO
Mestizos;MASCULINO;0;26;8.645;41.7;0;0;ALTO
Montubio;FEMENINO;0;23;9.13;29.7;0;0;ALTO
Mestizos;FEMENINO;0;25;9.005;36;0;0;ALTO
Mestizos;MASCULINO;0;25;9.37;7.6;0;0;ALTO
Mestizos;MASCULINO;0;24;9.005;16.5;0;0;ALTO
Mestizos;MASCULINO;0;24;8.57;20.2;0;0;ALTO
Mestizos;MASCULINO;0;25;9.05;42;0;0;ALTO
Mestizos;FEMENINO;1;24;8.91;40.2;0;0;ALTO
Mestizos;MASCULINO;0;28;9.05;36.9;0;0;ALTO
Mestizos;MASCULINO;0;23;9.79;17.9;0;0;ALTO
Mestizos;MASCULINO;0;23;8.11;14.3;0;0;BAJO
Mestizos;MASCULINO;0;24;9;23.1;0;0;ALTO
Mestizos;FEMENINO;0;22;9.7;21.6;0;0;ALTO
Mestizos;MASCULINO;0;22;8.885;19.9;0;0;ALTO
Mestizos;MASCULINO;0;24;8.445;3.3;0;0;BAJO
Mestizos;MASCULINO;0;24;9.675;43.6;0;0;ALTO
Mestizos;MASCULINO;0;25;8.85;42;0;0;ALTO
Montubio;MASCULINO;0;24;8.205;8.6;0;0;BAJO
Mestizos;MASCULINO;0;23;8.215;39;0;0;BAJO
Mestizos;MASCULINO;0;23;9.135;35.3;0;0;ALTO
Mestizos;MASCULINO;0;23;9.385;40;0;0;ALTO
Montubio;FEMENINO;1;25;9.145;14.8;0;0;ALTO
Mestizos;MASCULINO;1;25;8.195;24.8;0;0;BAJO
Mestizos;MASCULINO;0;24;8.64;37.2;0;0;ALTO
Blancos;FEMENINO;0;22;8.315;1.5;0;0;BAJO
Mestizos;MASCULINO;0;24;9.065;13.4;0;0;ALTO
Mestizos;FEMENINO;1;23;8.645;45.5;0;0;ALTO
Mestizos;MASCULINO;0;24;8.315;29.6;0;0;BAJO
Mestizos;FEMENINO;0;24;8.37;16.2;0;0;BAJO
Mestizos;FEMENINO;0;27;9.07;25.1;0;0;ALTO
Montubio;MASCULINO;0;24;7.685;45.1;0;0;BAJO
Mestizos;MASCULINO;0;24;8.245;20.4;0;0;BAJO
Mestizos;MASCULINO;0;27;8.095;39.9;0;0;BAJO
Mestizos;FEMENINO;0;23;9.165;7.5;0;0;ALTO
Blancos;MASCULINO;0;23;8.775;11.4;0;0;ALTO
Mestizos;FEMENINO;0;24;8.98;38.7;0;0;ALTO
Mestizos;MASCULINO;0;28;9.155;14;0;0;ALTO
Mestizos;MASCULINO;0;27;9.265;40.5;0;0;ALTO
Mestizos;FEMENINO;0;23;9.365;42.8;0;0;ALTO
Mestizos;FEMENINO;0;22;9.3;37.7;0;0;ALTO
Mulato;MASCULINO;0;23;8.515;17.1;0;0;ALTO
Mestizos;FEMENINO;1;24;8.94;2;0;0;ALTO
Mestizos;MASCULINO;0;23;8.875;10.9;0;0;ALTO
Mestizos;MASCULINO;0;26;8.865;8.8;0;0;ALTO
Mestizos;FEMENINO;0;24;9.695;46.3;0;0;ALTO
Mestizos;FEMENINO;0;22;8.96;31.5;0;0;ALTO
Mestizos;MASCULINO;0;26;8.805;21.1;0;0;ALTO
Mestizos;FEMENINO;1;22;9.525;20.9;0;0;ALTO
Mestizos;MASCULINO;0;27;8.295;12;0;0;BAJO
Mestizos;MASCULINO;0;26;9.185;47.9;0;0;ALTO
Mestizos;FEMENINO;0;22;8.515;27;0;0;ALTO
Mestizos;MASCULINO;0;23;7.875;19.1;0;0;BAJO
Mestizos;FEMENINO;0;22;8.295;28.7;0;0;BAJO
Mestizos;MASCULINO;1;26;8.485;38.9;0;0;BAJO
Mestizos;FEMENINO;0;27;8.295;16.3;0;0;BAJO
Mestizos;FEMENINO;0;23;9.135;46.6;0;0;ALTO
Mestizos;FEMENINO;0;23;8.855;10.2;0;0;ALTO
Mestizos;FEMENINO;0;24;8.11;7.7;0;0;BAJO
Mestizos;MASCULINO;0;25;8.855;20.4;0;0;ALTO
Mestizos;MASCULINO;0;24;7.89;3.6;0;0;BAJO
Blancos;MASCULINO;0;23;7.705;44.4;0;0;BAJO
Mestizos;FEMENINO;2;24;8.355;47.8;0;0;BAJO
Mestizos;MASCULINO;0;22;7.39;14.6;0;0;BAJO
Mestizos;FEMENINO;0;23;7.905;47.4;0;0;BAJO
Mestizos;FEMENINO;1;26;9.15;24.7;0;0;ALTO
Mestizos;FEMENINO;0;22;7.56;20.5;0;0;BAJO
Mestizos;FEMENINO;0;23;9.54;34.3;0;0;ALTO
Mestizos;MASCULINO;1;24;8.345;6.8;0;0;BAJO
Mestizos;FEMENINO;0;23;8.33;1.5;0;0;BAJO
Mestizos;FEMENINO;0;25;9.04;24.1;0;0;ALTO
Mestizos;FEMENINO;0;24;8.365;17.5;0;0;BAJO
Mestizos;MASCULINO;0;25;7.82;12.1;0;0;BAJO
Mestizos;FEMENINO;0;23;9.06;45.5;0;0;ALTO
Mestizos;MASCULINO;0;23;8.61;6.3;0;0;ALTO
Mestizos;MASCULINO;0;24;8.805;43.1;0;0;ALTO
Mestizos;MASCULINO;0;26;9;11.8;0;0;ALTO
Mestizos;FEMENINO;0;23;8.855;36.3;0;0;ALTO
Mestizos;FEMENINO;1;22;7.67;36.3;0;0;BAJO
Mestizos;MASCULINO;0;27;8.715;27;0;0;ALTO
Mestizos;MASCULINO;0;24;9.12;23.3;0;0;ALTO
Mestizos;MASCULINO;0;23;8.26;19.6;0;0;BAJO
Mestizos;MASCULINO;0;23;9.205;41.3;0;0;ALTO
Mestizos;FEMENINO;0;24;8.68;8;0;0;ALTO
Mestizos;FEMENINO;1;23;9;34.1;0;0;ALTO
Blancos;MASCULINO;0;23;8.415;14.3;0;0;BAJO
Mestizos;MASCULINO;1;24;8.99;35.4;0;0;ALTO
Mestizos;FEMENINO;0;23;8.455;13.5;0;0;BAJO
Mestizos;FEMENINO;0;23;8.995;21.9;0;0;ALTO
Mestizos;FEMENINO;0;22;8.355;37.4;0;0;BAJO
Mestizos;MASCULINO;0;26;8.305;49.3;0;0;BAJO
Mestizos;MASCULINO;0;23;8.62;25.2;0;0;ALTO
Mestizos;MASCULINO;0;25;8.64;22.9;0;0;ALTO
Mestizos;MASCULINO;1;23;7.855;10;0;0;BAJO
Mestizos;MASCULINO;0;24;8.48;40.7;0;0;BAJO
Mestizos;MASCULINO;0;23;9.215;8.4;0;0;ALTO
Blancos;FEMENINO;0;24;9.285;41.7;0;0;ALTO
Mestizos;FEMENINO;0;23;9.24;12.5;0;0;ALTO
Mestizos;FEMENINO;1;23;8.77;20.9;0;0;ALTO
Mestizos;MASCULINO;0;22;9.465;5.7;0;0;ALTO
Mestizos;MASCULINO;0;23;8.31;19.3;0;0;BAJO
Mestizos;FEMENINO;1;22;8.545;37.5;0;0;ALTO
Montubio;MASCULINO;0;23;8.045;28.2;0;0;BAJO
Mestizos;FEMENINO;0;24;9.25;48.7;0;0;ALTO
Mestizos;MASCULINO;1;31;8.575;25.5;0;0;ALTO
Mestizos;MASCULINO;0;25;9.05;7.3;0;0;ALTO
Mulato;MASCULINO;0;24;8.13;24.6;0;0;BAJO
Mestizos;MASCULINO;0;26;9.71;48.1;0;0;ALTO
AfroEcuatoriano;MASCULINO;0;25;8.885;28.6;0;0;ALTO
Mestizos;MASCULINO;0;26;9.925;48;0;0;ALTO
Mestizos;FEMENINO;0;22;9.24;23.5;1;1;ALTO
Mestizos;FEMENINO;0;55;9.55;2.4;1;1;ALTO
Blancos;MASCULINO;3;48;9.665;39.7;1;1;ALTO
Mestizos;MASCULINO;2;32;8.47;12.7;1;1;BAJO
Mestizos;FEMENINO;3;48;9.185;35.4;1;1;ALTO
Mestizos;MASCULINO;0;41;9.675;41.7;1;1;ALTO
Mestizos;MASCULINO;1;41;8.99;43.6;1;1;ALTO
Mestizos;FEMENINO;3;42;8.58;18.9;1;1;ALTO
Mestizos;MASCULINO;0;35;9.365;20.9;1;1;ALTO
Mestizos;MASCULINO;2;34;9.44;47.3;1;1;ALTO
Mestizos;FEMENINO;2;42;9.415;41.1;1;1;ALTO
Mestizos;FEMENINO;2;40;9.475;30.2;1;1;ALTO
Mestizos;FEMENINO;2;37;9.68;44.5;1;1;ALTO
Mestizos;FEMENINO;2;27;9.605;18.4;1;1;ALTO
Mestizos;MASCULINO;0;38;8.36;32.5;1;1;BAJO
Mestizos;MASCULINO;0;30;9.03;48.3;1;1;ALTO
Mestizos;MASCULINO;0;29;9.59;2.6;1;1;ALTO
Mestizos;MASCULINO;0;29;8.88;46.6;1;1;ALTO
Mestizos;MASCULINO;1;31;8.73;36.4;1;1;ALTO
Mestizos;FEMENINO;3;32;9.27;2.5;1;1;ALTO
Blancos;FEMENINO;0;23;9.445;11;1;1;ALTO
Mestizos;FEMENINO;1;35;9.52;14.4;1;1;ALTO
Mestizos;FEMENINO;3;27;9.35;14.9;1;1;ALTO
Mestizos;FEMENINO;0;22;8.335;19.5;1;1;BAJO
Blancos;MASCULINO;0;31;8.02;28.3;1;1;BAJO
Mestizos;MASCULINO;0;22;8.625;13.2;1;1;ALTO
Mestizos;MASCULINO;0;24;8.74;12.3;1;1;ALTO
Mestizos;FEMENINO;0;21;9.345;31.6;1;1;ALTO
Mestizos;MASCULINO;0;20;9.2;46;1;1;ALTO
Mestizos;FEMENINO;0;21;9.415;15.4;1;1;ALTO
AfroEcuatoriano;FEMENINO;0;21;9.64;44.3;1;1;ALTO
Mestizos;MASCULINO;0;21;8.775;8.1;1;1;ALTO
Mestizos;MASCULINO;0;23;8.705;26;1;1;ALTO
Mestizos;MASCULINO;0;21;9.59;30.9;1;1;ALTO
Mestizos;MASCULINO;0;22;9.59;1.4;1;1;ALTO
Mestizos;MASCULINO;0;21;9.64;46.7;1;1;ALTO
Mestizos;FEMENINO;0;22;9.61;35.9;1;1;ALTO
Mestizos;MASCULINO;0;24;8.505;47.1;1;1;ALTO
Blancos;MASCULINO;0;22;9.14;49.5;1;1;ALTO
Mestizos;FEMENINO;0;28;9.72;28.5;1;1;ALTO
Mestizos;MASCULINO;0;25;8.44;41;1;1;BAJO
Mestizos;MASCULINO;0;28;9.295;12.2;1;1;ALTO
Mestizos;MASCULINO;0;22;9.54;9.6;1;1;ALTO
Mestizos;MASCULINO;0;20;9.415;18.1;1;1;ALTO
Mestizos;MASCULINO;0;22;7.87;40.7;1;1;BAJO
Mestizos;MASCULINO;0;22;9.565;18.7;1;1;ALTO
Mestizos;FEMENINO;0;28;9.385;38.8;1;1;ALTO
Mestizos;MASCULINO;0;21;7.795;26.3;1;1;BAJO
Mestizos;MASCULINO;0;23;8.345;35.4;1;1;BAJO
Mestizos;MASCULINO;0;21;8.56;31.7;1;1;ALTO
Mestizos;MASCULINO;0;20;7.85;37.5;1;1;BAJO
Mestizos;MASCULINO;0;21;9.015;33;1;1;ALTO
Mestizos;MASCULINO;0;22;8.69;6.6;1;1;ALTO
Mestizos;FEMENINO;0;23;9.105;28.6;1;1;ALTO
Mestizos;MASCULINO;0;21;8.895;26.2;1;1;ALTO
Mestizos;MASCULINO;0;21;9.585;35.7;1;1;ALTO
Mestizos;FEMENINO;0;22;9.715;40.9;1;1;ALTO
Mestizos;MASCULINO;0;21;8.46;26.1;1;1;BAJO
Mestizos;MASCULINO;0;22;9.14;15.2;1;1;ALTO
Mestizos;MASCULINO;0;23;8.64;22.2;1;1;ALTO
Mestizos;MASCULINO;1;29;8.455;5.9;1;1;BAJO
Mestizos;FEMENINO;0;22;9.39;6.4;1;1;ALTO
Mestizos;FEMENINO;0;22;8.6;5.2;1;1;ALTO
Indígenas;FEMENINO;1;30;9.16;25;1;1;ALTO
Mestizos;MASCULINO;0;21;9.175;26.1;1;1;ALTO
Mestizos;FEMENINO;0;25;9.16;32.3;1;1;ALTO
Mestizos;FEMENINO;0;22;9.42;19.3;1;1;ALTO
Mestizos;MASCULINO;0;22;8.36;10.4;1;1;BAJO
Mestizos;FEMENINO;0;27;9.745;18.9;1;1;ALTO
Mestizos;MASCULINO;0;21;9.495;2.3;1;1;ALTO
Mestizos;MASCULINO;0;22;9.58;47;1;1;ALTO
Mulato;FEMENINO;0;21;8.685;46.7;1;1;ALTO
Blancos;MASCULINO;0;24;9.315;38.7;1;1;ALTO
Mestizos;MASCULINO;0;25;9.03;18.3;1;1;ALTO
Mestizos;MASCULINO;3;26;9.56;26.4;1;1;ALTO
Mestizos;FEMENINO;1;22;8.985;9.9;1;1;ALTO
Mestizos;FEMENINO;0;21;9.17;46.4;1;1;ALTO
Mestizos;MASCULINO;0;21;8.65;38.5;1;1;ALTO
Mestizos;MASCULINO;0;20;8.68;5.9;1;1;ALTO
Mestizos;MASCULINO;0;21;9.43;10.6;1;1;ALTO
Mestizos;FEMENINO;1;22;8.59;37.9;1;1;ALTO
Mestizos;FEMENINO;1;22;9.41;4.9;1;1;ALTO
Mestizos;FEMENINO;0;21;9.655;13.7;1;1;ALTO
Montubio;FEMENINO;0;24;8.485;47.4;1;1;BAJO
Mestizos;MASCULINO;0;22;9.62;12.3;1;1;ALTO
Mestizos;FEMENINO;1;22;9.005;24.7;1;1;ALTO
Mestizos;FEMENINO;0;21;9.785;31.5;1;1;ALTO
Mestizos;FEMENINO;0;22;8.995;46.1;1;1;ALTO
Mestizos;FEMENINO;0;26;9.43;25.4;1;1;ALTO
Mestizos;FEMENINO;0;22;9.26;27.2;1;1;ALTO
Mulato;FEMENINO;0;21;9.16;43.5;1;1;ALTO
Mestizos;FEMENINO;0;22;9.76;16.3;1;1;ALTO
Mestizos;FEMENINO;0;21;8.595;33.7;1;1;ALTO
Mestizos;MASCULINO;0;23;9.605;21;1;1;ALTO
Mestizos;MASCULINO;1;21;8.17;5.6;1;1;BAJO
Mestizos;MASCULINO;0;24;8.585;12.7;1;1;ALTO
Mestizos;FEMENINO;0;22;9.625;17;1;1;ALTO
Mestizos;FEMENINO;0;23;9.735;21.3;1;1;ALTO
Mestizos;FEMENINO;1;24;9.395;32.2;1;1;ALTO
Mestizos;FEMENINO;0;25;9.675;45.6;1;1;ALTO
Mestizos;FEMENINO;0;21;9.395;8.1;1;1;ALTO
Mestizos;FEMENINO;0;24;8.365;47.9;1;1;BAJO
Mestizos;MASCULINO;0;22;9.28;42.4;1;1;ALTO
Mestizos;FEMENINO;0;20;9.44;7.3;1;1;ALTO
Mestizos;FEMENINO;1;22;9.285;13.9;1;1;ALTO
Mestizos;MASCULINO;0;22;9.405;27;1;1;ALTO
Mestizos;FEMENINO;0;22;9.625;41.6;1;1;ALTO
Mestizos;MASCULINO;0;24;9.07;5.9;1;1;ALTO
Mestizos;MASCULINO;0;22;9.585;28.7;1;1;ALTO
Mestizos;FEMENINO;0;20;9.705;7.9;1;1;ALTO
Mestizos;FEMENINO;0;29;9.11;33.5;1;1;ALTO
Mestizos;MASCULINO;0;24;9.12;12.8;1;1;ALTO
Mestizos;MASCULINO;0;21;7.57;40.4;1;1;BAJO
Mestizos;FEMENINO;0;21;8.48;20.8;1;1;BAJO
Mestizos;MASCULINO;0;21;8.905;48.5;1;1;ALTO
Mestizos;MASCULINO;0;22;9.11;17.7;1;1;ALTO
Mestizos;MASCULINO;0;21;9.36;27.6;1;1;ALTO
Mestizos;FEMENINO;0;23;9.175;26.3;1;1;ALTO
Mestizos;MASCULINO;3;50;9.58;28.6;1;1;ALTO
Mestizos;MASCULINO;0;39;9.74;33.3;1;1;ALTO
Mestizos;MASCULINO;3;40;9.69;3.3;1;1;ALTO
Mestizos;MASCULINO;0;21;8.38;11.4;1;1;BAJO
Mestizos;FEMENINO;3;37;9.48;25;1;1;ALTO
Mestizos;MASCULINO;0;22;9.2;34.7;1;1;ALTO
Mestizos;MASCULINO;1;32;9.325;35.5;1;1;ALTO
Mestizos;MASCULINO;2;34;8.8;5.8;1;1;ALTO
Mestizos;MASCULINO;0;25;9.47;32.8;1;1;ALTO
Mestizos;FEMENINO;0;21;9.41;49.2;1;1;ALTO
Mestizos;MASCULINO;0;21;8.03;24.2;1;1;BAJO
Montubio;MASCULINO;0;21;9.44;12;1;1;ALTO
Mestizos;FEMENINO;0;22;8.63;19.7;1;1;ALTO
Montubio;FEMENINO;0;23;9.28;15.1;1;1;ALTO
Mestizos;MASCULINO;0;31;9.33;34.5;1;1;ALTO
Mestizos;MASCULINO;0;20;7.97;12.1;1;1;BAJO
Mestizos;FEMENINO;0;22;9.575;23.4;1;1;ALTO
Mestizos;FEMENINO;0;21;9.44;21;1;1;ALTO
Mestizos;FEMENINO;1;30;9.095;15.3;1;1;ALTO
Mestizos;MASCULINO;0;21;8.63;9.8;1;1;ALTO
Mestizos;FEMENINO;0;21;9.17;46.3;1;1;ALTO
Mestizos;FEMENINO;0;21;9.135;28.3;1;1;ALTO
Mestizos;FEMENINO;0;31;8.845;39;1;1;ALTO
Mestizos;MASCULINO;0;30;9.25;35.7;1;1;ALTO
Mestizos;FEMENINO;0;25;8.925;30.1;1;1;ALTO
Mestizos;MASCULINO;0;23;9.63;6.1;1;1;ALTO
Mestizos;MASCULINO;0;22;9.405;7.1;1;1;ALTO
Mestizos;MASCULINO;0;22;8.75;16.1;1;1;ALTO
Mestizos;MASCULINO;0;24;9.155;13.6;1;1;ALTO
Mestizos;MASCULINO;99;25;9.19;38.9;1;1;ALTO
Mestizos;FEMENINO;0;24;9.795;37.1;1;1;ALTO
Mestizos;FEMENINO;1;23;9.225;27.9;1;1;ALTO
Mestizos;MASCULINO;1;27;8.255;44.7;1;1;BAJO
Mestizos;MASCULINO;0;24;9.285;30.9;1;1;ALTO
Mestizos;MASCULINO;0;26;9.185;9.7;1;1;ALTO
Mestizos;FEMENINO;0;21;8.685;33.1;1;1;ALTO
Mestizos;FEMENINO;0;22;8.815;33.9;1;1;ALTO
Mestizos;FEMENINO;0;21;9.04;8.1;1;1;ALTO
Mestizos;FEMENINO;0;21;9.34;26.1;1;1;ALTO
Mestizos;MASCULINO;0;20;8.655;33.2;1;1;ALTO
Mestizos;MASCULINO;0;22;8.055;27.5;1;1;BAJO
Mestizos;FEMENINO;0;24;9.335;5.4;1;1;ALTO
Mestizos;MASCULINO;0;24;8.555;21.9;1;1;ALTO
Mestizos;MASCULINO;0;21;8.445;45.2;1;1;BAJO
Mestizos;MASCULINO;0;26;8.865;35.5;1;1;ALTO
Mestizos;MASCULINO;0;23;8.27;36.9;1;1;BAJO
Mestizos;MASCULINO;0;21;9.125;31.9;1;1;ALTO
Mestizos;FEMENINO;0;25;9.58;26.5;1;1;ALTO
Negro;MASCULINO;0;20;8.63;19.8;1;1;ALTO
Mestizos;MASCULINO;0;27;8.735;41.8;1;1;ALTO
Mestizos;FEMENINO;1;25;9.005;22.2;1;1;ALTO
Mestizos;FEMENINO;0;24;8.82;24.5;1;1;ALTO
Mestizos;FEMENINO;0;25;9.005;21.8;1;1;ALTO
Mestizos;MASCULINO;0;22;8.36;17.3;1;1;BAJO
Mestizos;FEMENINO;0;22;9.13;40.6;1;1;ALTO
Mestizos;FEMENINO;0;21;9.45;34.1;1;1;ALTO
Mestizos;FEMENINO;0;22;9.71;35.3;1;1;ALTO
Mestizos;MASCULINO;1;25;9.205;10.1;1;1;ALTO
Montubio;MASCULINO;0;23;8.44;49.2;1;1;BAJO
Mestizos;FEMENINO;0;21;8.68;45.7;1;1;ALTO
Mestizos;MASCULINO;0;25;8.66;27.4;1;1;ALTO
Mestizos;FEMENINO;0;22;9.685;34.6;1;1;ALTO
Mestizos;MASCULINO;0;22;9.44;44.9;1;1;ALTO
Mestizos;MASCULINO;0;22;9.745;1.9;1;1;ALTO
AfroEcuatoriano;MASCULINO;0;22;9.235;18.1;1;1;ALTO
Mestizos;MASCULINO;0;22;9.115;2.6;1;1;ALTO
Mestizos;MASCULINO;0;23;8.815;9.5;1;1;ALTO
Mestizos;FEMENINO;1;22;9.56;27;1;1;ALTO
Mestizos;FEMENINO;0;22;9.43;25.5;1;1;ALTO
Mestizos;MASCULINO;0;22;8.155;6.2;1;1;BAJO
Mestizos;FEMENINO;0;22;8.945;29.8;1;1;ALTO
Mestizos;MASCULINO;1;23;8.135;35.7;1;1;BAJO
Mestizos;FEMENINO;0;22;9.425;31.6;1;1;ALTO
Mestizos;FEMENINO;0;21;9.145;5.2;1;1;ALTO
Mestizos;FEMENINO;0;22;9.18;24.2;1;1;ALTO
Mestizos;MASCULINO;0;22;9.53;27.7;1;1;ALTO
AfroEcuatoriano;MASCULINO;0;22;9.23;28.5;1;1;ALTO
Mestizos;MASCULINO;0;21;9.365;39.9;1;1;ALTO
