etnia;genero;nhijos;edad;promedio;he;sv;modalidad;rendimiento
Mestizos;MASCULINO;0;21;8.94;22.6;1;1;ALTO
Mestizos;FEMENINO;0;24;9.085;34;1;1;ALTO
Mestizos;FEMENINO;0;22;8.92;16.9;1;1;ALTO
Mestizos;MASCULINO;1;31;8.58;7.8;1;1;ALTO
Mestizos;FEMENINO;0;22;9.17;1.6;1;1;ALTO
Mestizos;MASCULINO;0;21;8.7;8.3;1;1;ALTO
Mestizos;MASCULINO;0;24;9.23;9.3;1;1;ALTO
Mestizos;FEMENINO;0;29;9.745;15.4;1;1;ALTO
Mestizos;MASCULINO;0;25;8.535;46.8;1;1;ALTO
Mestizos;MASCULINO;0;22;9.575;22.4;1;1;ALTO
Mestizos;MASCULINO;1;30;8.225;10.7;1;1;BAJO
Blancos;MASCULINO;0;25;9.27;25.6;1;1;ALTO
AfroEcuatoriano;MASCULINO;0;24;8;15.2;1;1;BAJO
Mestizos;MASCULINO;0;23;8.485;1.1;1;1;BAJO
Mestizos;MASCULINO;0;25;8.33;41.3;1;1;BAJO
Mestizos;MASCULINO;0;32;9.06;25.9;1;1;ALTO
Mestizos;FEMENINO;1;33;8.98;22.5;1;1;ALTO
Mestizos;MASCULINO;0;22;9.16;39.3;1;1;ALTO
Mestizos;MASCULINO;0;23;9.465;46.4;1;1;ALTO
Blancos;MASCULINO;0;23;7.49;12.8;1;1;BAJO
Mestizos;FEMENINO;3;34;8.93;1.1;1;1;ALTO
Mestizos;FEMENINO;0;34;9.405;25.1;1;1;ALTO
Mestizos;MASCULINO;0;23;9.295;31;1;1;ALTO
Mestizos;MASCULINO;0;23;9.195;26.6;1;1;ALTO
Mestizos;MASCULINO;0;23;8.91;46.2;1;1;ALTO
Mestizos;FEMENINO;0;21;9.135;32.7;1;1;ALTO
Blancos;MASCULINO;0;24;9.165;27.7;1;1;ALTO
Mestizos;MASCULINO;0;23;8.17;11.7;1;1;BAJO
Mestizos;MASCULINO;2;30;8.305;35.4;1;1;BAJO
Mestizos;MASCULINO;1;32;7.87;26;1;1;BAJO
Blancos;FEMENINO;0;22;9.24;49.6;1;1;ALTO
Mestizos;MASCULINO;0;23;9.47;6.1;1;1;ALTO
Mestizos;MASCULINO;0;24;9.58;2.3;1;1;ALTO
Mestizos;MASCULINO;0;26;8.51;11.8;1;1;ALTO
Mestizos;MASCULINO;0;23;8.425;15;1;1;BAJO
Mestizos;MASCULINO;0;21;8.585;15.9;1;1;ALTO
Mestizos;FEMENINO;0;23;9.075;30.6;1;1;ALTO
Mestizos;MASCULINO;0;23;8.58;11.4;1;1;ALTO
Blancos;MASCULINO;0;22;8.55;45.4;1;1;ALTO
Mestizos;MASCULINO;0;21;8.015;27.6;1;1;BAJO
Mestizos;MASCULINO;0;22;8.675;16.9;1;1;ALTO
Mestizos;FEMENINO;1;22;9.36;33.9;1;1;ALTO
Mestizos;MASCULINO;1;26;8.235;33.9;1;1;BAJO
Mestizos;MASCULINO;0;22;8.76;41;1;1;ALTO
Mestizos;MASCULINO;0;27;8.72;15.4;1;1;ALTO
Mestizos;FEMENINO;0;23;8.805;12.9;1;1;ALTO
Mestizos;FEMENINO;0;22;9.385;21.6;1;1;ALTO
Mestizos;MASCULINO;0;25;9.14;25.7;1;1;ALTO
Mestizos;FEMENINO;0;21;9.21;40.2;1;1;ALTO
Mestizos;FEMENINO;0;24;8.23;15.8;1;1;BAJO
Mestizos;FEMENINO;0;24;8.915;20.3;1;1;ALTO
Mestizos;FEMENINO;0;23;9.285;9.1;1;1;ALTO
Mestizos;FEMENINO;0;22;8.69;49;1;1;ALTO
Indígenas;FEMENINO;0;22;8.97;31.4;1;1;ALTO
Mestizos;MASCULINO;1;22;8.525;15.7;1;1;ALTO
Mestizos;FEMENINO;0;22;9.49;42.9;1;1;ALTO
Mestizos;FEMENINO;0;23;9.48;35.8;1;1;ALTO
Mestizos;MASCULINO;0;22;9.005;17.3;1;1;ALTO
AfroEcuatoriano;MASCULINO;0;22;9.59;26.3;1;1;ALTO
Mestizos;MASCULINO;0;22;9.385;49;1;1;ALTO
Mestizos;MASCULINO;0;23;8.425;37.7;1;1;BAJO
Mestizos;FEMENINO;0;22;7.99;39.5;1;1;BAJO
Mestizos;FEMENINO;0;24;9.02;7.3;1;1;ALTO
Mestizos;MASCULINO;2;22;8.865;2.3;1;1;ALTO
Mestizos;MASCULINO;0;23;8.355;47.6;1;1;BAJO
Mestizos;MASCULINO;0;23;9.115;40.6;1;1;ALTO
Mestizos;MASCULINO;0;22;9.385;6;1;1;ALTO
Mestizos;MASCULINO;2;27;8.295;20.6;1;1;BAJO
Mestizos;MASCULINO;0;23;9.19;16.5;1;1;ALTO
Mestizos;MASCULINO;0;22;8.66;18.8;1;1;ALTO
Mestizos;FEMENINO;0;22;8.935;3.4;1;1;ALTO
AfroEcuatoriano;MASCULINO;0;23;8.485;23.5;1;1;BAJO
Mestizos;MASCULINO;1;22;8.32;24;1;1;BAJO
Mestizos;MASCULINO;0;22;8.375;46.4;1;1;BAJO
Mestizos;MASCULINO;0;23;8.29;2.2;1;1;BAJO
Mestizos;MASCULINO;0;24;8.795;45.6;1;1;ALTO
Mestizos;FEMENINO;1;21;8.49;5.3;1;1;BAJO
Mestizos;FEMENINO;1;25;8.17;49.1;1;1;BAJO
Mestizos;MASCULINO;0;22;9.15;24.7;1;1;ALTO
Mestizos;MASCULINO;0;33;9.14;47.9;1;1;ALTO
Mestizos;FEMENINO;0;22;9.37;38.8;1;1;ALTO
Mestizos;FEMENINO;0;22;9.375;22.5;1;1;ALTO
Mestizos;MASCULINO;0;26;9.32;31.5;1;1;ALTO
Mestizos;MASCULINO;0;22;9.2;26.4;1;1;ALTO
Mestizos;MASCULINO;0;22;9.32;44.1;1;1;ALTO
Mestizos;FEMENINO;1;27;9.475;46.1;1;1;ALTO
AfroEcuatoriano;MASCULINO;0;22;8.575;32.9;1;1;ALTO
Mestizos;MASCULINO;0;22;8.415;47;1;1;BAJO
Mestizos;MASCULINO;0;22;9.045;41;1;1;ALTO
Mestizos;FEMENINO;1;22;8.775;34.8;1;1;ALTO
Mestizos;MASCULINO;0;22;8.725;4.3;1;1;ALTO
Mestizos;FEMENINO;0;22;9.25;21;1;1;ALTO
Mestizos;MASCULINO;0;22;8.935;4.6;1;1;ALTO
Mestizos;MASCULINO;0;22;9.22;39.8;1;1;ALTO
Mestizos;MASCULINO;0;23;9.645;36.8;1;1;ALTO
Mestizos;MASCULINO;0;24;9.185;33.1;1;1;ALTO
Mestizos;MASCULINO;0;21;9.275;26.6;1;1;ALTO
Mestizos;MASCULINO;0;21;9.045;39.7;1;1;ALTO
Mestizos;FEMENINO;1;27;8.475;25.6;1;1;BAJO
Mestizos;FEMENINO;0;22;9.56;28.3;1;1;ALTO
Mestizos;FEMENINO;0;22;9.745;15.7;1;1;ALTO
Mestizos;MASCULINO;0;22;9.12;14.6;1;1;ALTO
Mestizos;MASCULINO;0;22;9.21;4.3;1;1;ALTO
Mestizos;MASCULINO;0;24;8.295;20.1;1;1;BAJO
Mestizos;MASCULINO;1;24;8.465;30.8;1;1;BAJO
Mestizos;MASCULINO;0;23;7.835;16.3;1;1;BAJO
Mestizos;MASCULINO;0;24;8.34;5.7;1;1;BAJO
Mestizos;FEMENINO;0;23;8.405;37.6;1;1;BAJO
Mestizos;MASCULINO;0;23;7.87;19;1;1;BAJO
Mestizos;FEMENINO;0;22;8.565;17;1;1;ALTO
Mestizos;MASCULINO;0;22;9.005;9.7;1;1;ALTO
Mestizos;FEMENINO;0;22;8.775;24.8;1;1;ALTO
Mestizos;FEMENINO;1;21;8.025;45.8;1;1;BAJO
Mestizos;MASCULINO;0;22;9.48;38.1;1;1;ALTO
Mestizos;MASCULINO;0;22;8.795;8.1;1;1;ALTO
Mestizos;FEMENINO;0;22;9.065;39.8;1;1;ALTO
Mestizos;FEMENINO;0;21;9.19;3;1;1;ALTO
Mestizos;MASCULINO;0;22;8.83;23.3;1;1;ALTO
Mestizos;MASCULINO;0;23;8.67;23.5;1;1;ALTO
Mestizos;FEMENINO;0;21;9.34;16.6;1;1;ALTO
Mestizos;FEMENINO;0;25;9.03;17.8;1;1;ALTO
Mestizos;FEMENINO;0;23;8.175;27.9;1;1;BAJO
Mulato;MASCULINO;0;29;8.935;8;1;1;ALTO
Mestizos;FEMENINO;0;23;9.045;33;1;1;ALTO
Mestizos;MASCULINO;0;23;8.485;5.6;1;1;BAJO
Mestizos;FEMENINO;0;22;8.94;40.2;1;1;ALTO
Indígenas;MASCULINO;0;23;9.175;21.8;1;1;ALTO
Mestizos;MASCULINO;0;22;8.64;4;1;1;ALTO
Blancos;MASCULINO;0;23;9.07;10.7;1;1;ALTO
Mulato;FEMENINO;0;22;8.915;43.8;1;1;ALTO
Indígenas;MASCULINO;0;42;9.115;47.7;1;1;ALTO
Mestizos;MASCULINO;0;33;9.055;36;1;1;ALTO
Mestizos;MASCULINO;0;26;9.345;1.1;1;1;ALTO
Mestizos;MASCULINO;0;24;9.27;18.8;1;1;ALTO
Mestizos;FEMENINO;1;29;9.405;31.3;1;1;ALTO
Mestizos;MASCULINO;0;23;8.675;31.9;1;1;ALTO
Mestizos;MASCULINO;0;23;8.86;5.1;1;1;ALTO
Mestizos;MASCULINO;0;4;8.565;15.6;1;1;ALTO
Mestizos;FEMENINO;0;23;9.175;13.3;1;1;ALTO
Mestizos;MASCULINO;0;24;9.02;8;1;1;ALTO
Mestizos;MASCULINO;0;22;9.51;36.7;1;1;ALTO
Mestizos;FEMENINO;2;33;8.965;23.4;1;1;ALTO
Mestizos;MASCULINO;0;28;8.52;41.1;1;1;ALTO
Mestizos;FEMENINO;0;29;8.51;11.9;1;1;ALTO
Mestizos;FEMENINO;2;32;9.32;22.9;1;1;ALTO
Mestizos;FEMENINO;0;22;9.69;28.1;1;1;ALTO
Mestizos;FEMENINO;1;32;8.56;42.2;1;1;ALTO
Montubio;FEMENINO;0;21;9.545;8.6;1;1;ALTO
Mestizos;MASCULINO;0;22;8.61;29.1;1;1;ALTO
Mestizos;MASCULINO;0;22;7.935;2.3;1;1;BAJO
AfroEcuatoriano;MASCULINO;0;23;8.9;35.6;1;1;ALTO
Mestizos;MASCULINO;0;21;9.405;16.9;1;1;ALTO
Mestizos;FEMENINO;0;22;9.31;37.1;1;1;ALTO
Mestizos;FEMENINO;0;30;8.995;26.2;1;1;ALTO
Mestizos;FEMENINO;0;24;8.8;20.7;1;1;ALTO
Mestizos;MASCULINO;0;21;8.95;3.4;1;1;ALTO
Mestizos;FEMENINO;0;23;8.84;44;1;1;ALTO
Mestizos;FEMENINO;0;26;9.07;23.9;1;1;ALTO
Mestizos;MASCULINO;0;28;8.88;7.1;1;1;ALTO
Mestizos;MASCULINO;0;29;8.885;39.5;1;1;ALTO
Montubio;MASCULINO;0;4;8.92;39.1;1;1;ALTO
Mestizos;FEMENINO;0;22;8.68;19;1;1;ALTO
Mestizos;MASCULINO;0;22;9.255;10.2;1;1;ALTO
Blancos;FEMENINO;0;23;8.915;24.1;1;1;ALTO
AfroEcuatoriano;FEMENINO;0;24;8.405;14.9;1;1;BAJO
Mestizos;FEMENINO;1;22;8.63;9.6;1;1;ALTO
Mestizos;MASCULINO;0;22;8.91;24;1;1;ALTO
AfroEcuatoriano;MASCULINO;1;23;7.845;5.4;1;1;BAJO
Mestizos;MASCULINO;0;26;8.95;19.4;1;1;ALTO
Mestizos;MASCULINO;1;29;7.885;22.9;1;1;BAJO
Mestizos;MASCULINO;0;28;8.515;2.3;1;1;ALTO
Mestizos;MASCULINO;0;24;9.59;8.8;1;1;ALTO
Mestizos;MASCULINO;0;23;9.065;47;1;1;ALTO
Mestizos;MASCULINO;0;28;8.31;7.1;1;1;BAJO
Mestizos;FEMENINO;0;22;8.865;14.5;1;1;ALTO
Mestizos;MASCULINO;0;23;9.345;4.4;1;1;ALTO
Blancos;MASCULINO;0;22;9.165;28.9;1;1;ALTO
Mestizos;MASCULINO;0;23;9.33;28.5;1;1;ALTO
Mestizos;FEMENINO;0;23;9.79;48.8;1;1;ALTO
Mestizos;MASCULINO;0;21;9.625;19.9;1;1;ALTO
Mestizos;MASCULINO;0;22;8.71;29.6;1;1;ALTO
Mestizos;FEMENINO;0;22;8.875;46.4;1;1;ALTO
Mestizos;FEMENINO;0;22;9.605;43.1;1;1;ALTO
Mestizos;FEMENINO;0;22;9.33;31.1;1;1;ALTO
Mestizos;FEMENINO;0;23;9.41;1.1;1;1;ALTO
Mestizos;MASCULINO;0;22;9.6;41.1;1;1;ALTO
Mestizos;MASCULINO;0;23;9.41;7.1;1;1;ALTO
Mestizos;FEMENINO;1;23;8.38;42;1;1;BAJO
Mestizos;MASCULINO;0;22;9.145;15.7;1;1;ALTO
Mestizos;FEMENINO;0;22;9.525;41.3;1;1;ALTO
Mestizos;MASCULINO;0;22;7.655;23.4;1;1;BAJO
Mestizos;FEMENINO;0;22;9.43;36.5;1;1;ALTO
Mestizos;FEMENINO;0;22;9.075;31.3;1;1;ALTO
AfroEcuatoriano;MASCULINO;0;23;7.61;20.2;1;1;BAJO
Mestizos;MASCULINO;0;26;8.95;6.8;1;1;ALTO
Mestizos;MASCULINO;0;22;8.25;37.3;1;1;BAJO
Mestizos;MASCULINO;0;22;8.855;35.4;1;1;ALTO
Mestizos;FEMENINO;0;22;8.94;1.3;1;1;ALTO
Mestizos;MASCULINO;0;22;8.65;9.2;1;1;ALTO
Mestizos;MASCULINO;0;22;8.37;38.5;1;1;BAJO
Mestizos;MASCULINO;0;21;9.625;17.6;1;1;ALTO
Mestizos;MASCULINO;0;22;9.045;11.1;1;1;ALTO
AfroEcuatoriano;MASCULINO;0;22;9.19;27;1;1;ALTO
Mestizos;MASCULINO;0;23;9.54;14.9;1;1;ALTO
Mestizos;MASCULINO;0;23;8.145;5.6;1;1;BAJO
Blancos;FEMENINO;0;22;9.17;39.4;1;1;ALTO
Mestizos;MASCULINO;0;22;9.36;4.3;1;1;ALTO
Mestizos;MASCULINO;0;22;9.14;28.1;1;1;ALTO
Mestizos;FEMENINO;0;22;9.66;12;1;1;ALTO
Mestizos;MASCULINO;0;24;9.02;31.5;1;1;ALTO
Blancos;MASCULINO;0;22;7.94;3;1;1;BAJO
Blancos;MASCULINO;0;23;9.55;3.8;1;1;ALTO
Mestizos;MASCULINO;0;22;9.355;28.3;1;1;ALTO
Blancos;MASCULINO;0;22;9.14;3.6;1;1;ALTO
Mestizos;FEMENINO;0;22;8.61;10.5;1;1;ALTO
Mestizos;MASCULINO;0;22;8.78;22.6;1;1;ALTO
Mestizos;MASCULINO;0;22;8.79;4.9;1;1;ALTO
Mestizos;FEMENINO;1;21;9.35;9.6;1;1;ALTO
Mestizos;FEMENINO;0;27;9.055;2.8;1;1;ALTO
Blancos;MASCULINO;0;22;9.105;12.9;1;1;ALTO
Mestizos;MASCULINO;0;22;8.295;36.5;1;1;BAJO
Mestizos;MASCULINO;0;22;9.535;2.4;1;1;ALTO
Mestizos;FEMENINO;0;25;8.98;44.1;1;1;ALTO
Blancos;MASCULINO;0;25;8.78;35.7;1;1;ALTO
Mestizos;FEMENINO;1;24;8.07;21.7;1;1;BAJO
Mestizos;MASCULINO;0;24;8.92;40.6;1;1;ALTO
Mestizos;MASCULINO;0;22;8.425;39.4;1;1;BAJO
Mestizos;MASCULINO;0;22;8.645;11.7;1;1;ALTO
Mestizos;FEMENINO;0;22;9.49;49.9;1;1;ALTO
Mestizos;MASCULINO;0;22;9.015;45.7;1;1;ALTO
Mestizos;MASCULINO;0;26;8.17;39.8;1;1;BAJO
Mestizos;FEMENINO;0;22;9.515;36.8;1;1;ALTO
AfroEcuatoriano;MASCULINO;0;22;9.195;5.3;1;1;ALTO
Mestizos;MASCULINO;0;22;9.23;45.7;1;1;ALTO
Mestizos;FEMENINO;0;22;8.84;42.6;1;1;ALTO
Mestizos;FEMENINO;0;23;9.62;46.6;1;1;ALTO
Blancos;FEMENINO;0;22;9.285;13.8;1;1;ALTO
Mestizos;MASCULINO;0;22;9.285;39.2;1;1;ALTO
Mestizos;MASCULINO;0;22;9.21;21.2;1;1;ALTO
Mestizos;FEMENINO;0;22;9.96;36.9;1;1;ALTO
Mestizos;MASCULINO;0;22;9.255;46.1;1;1;ALTO
Mestizos;MASCULINO;0;21;8.725;26.5;1;1;ALTO
Mestizos;FEMENINO;0;22;8.645;48.6;1;1;ALTO
Mestizos;MASCULINO;0;22;8.28;4.3;1;1;BAJO
Mestizos;FEMENINO;0;22;9.485;7.4;1;1;ALTO
Mestizos;MASCULINO;0;23;9.175;24.1;1;1;ALTO
Mestizos;MASCULINO;0;23;8.945;42.8;1;1;ALTO
Mestizos;MASCULINO;0;22;8.18;43;1;1;BAJO
Mestizos;MASCULINO;0;23;8.225;47.1;1;1;BAJO
Mestizos;MASCULINO;0;22;8.68;18.3;1;1;ALTO
Mestizos;MASCULINO;0;22;9.38;2.5;1;1;ALTO
Mestizos;FEMENINO;0;23;9.445;2;1;1;ALTO
Mestizos;MASCULINO;0;22;9.255;22.4;1;1;ALTO
Mestizos;FEMENINO;0;23;8.895;22.7;1;1;ALTO
Mestizos;MASCULINO;0;22;9.375;13.9;1;1;ALTO
Mestizos;FEMENINO;0;23;9.16;39.8;1;1;ALTO
Mestizos;FEMENINO;0;22;9.72;37.6;1;1;ALTO
Mestizos;FEMENINO;0;22;9.485;34.9;1;1;ALTO
Mestizos;MASCULINO;0;22;8.325;21.6;1;1;BAJO
Mestizos;MASCULINO;0;23;9.465;26.7;1;1;ALTO
Mestizos;MASCULINO;0;22;9.245;37.2;1;1;ALTO
Mestizos;FEMENINO;0;22;9.64;26.5;1;1;ALTO
Mestizos;FEMENINO;0;23;9.475;13.4;1;1;ALTO
Mestizos;MASCULINO;0;21;8.76;11.4;1;1;ALTO
Mestizos;MASCULINO;0;23;9.295;46.8;1;1;ALTO
Mestizos;MASCULINO;0;22;8.685;36.6;1;1;ALTO
Mestizos;MASCULINO;0;24;9.48;7.5;1;1;ALTO
Mestizos;MASCULINO;0;22;9.48;3;1;1;ALTO
AfroEcuatoriano;FEMENINO;0;23;9.54;11.3;1;1;ALTO
Blancos;MASCULINO;0;22;9.395;1.4;1;1;ALTO
Blancos;MASCULINO;0;24;8.54;37;1;1;ALTO
Mestizos;MASCULINO;0;23;8.605;5.8;1;1;ALTO
Mestizos;FEMENINO;0;22;9.16;20.3;1;1;ALTO
Mestizos;FEMENINO;0;22;9.695;25.7;1;1;ALTO
Mestizos;MASCULINO;0;22;9.19;20.3;1;1;ALTO
Mestizos;FEMENINO;0;4;9.345;26.4;1;1;ALTO
Mestizos;FEMENINO;0;23;9.025;29.1;1;1;ALTO
Mestizos;MASCULINO;0;22;9;25.3;1;1;ALTO
Mestizos;MASCULINO;0;24;9.425;11.4;1;1;ALTO
Mestizos;MASCULINO;0;22;9.525;22.2;1;1;ALTO
Mestizos;FEMENINO;0;22;9.415;18.2;1;1;ALTO
Mestizos;FEMENINO;0;26;9.305;11.7;1;1;ALTO
Mestizos;MASCULINO;0;22;8.72;33.8;1;1;ALTO
Mestizos;MASCULINO;0;23;8.3;30.6;1;1;BAJO
Mestizos;MASCULINO;0;22;9.01;10.9;1;1;ALTO
Mestizos;FEMENINO;0;22;9.485;38.4;1;1;ALTO
Mestizos;MASCULINO;0;24;8.89;48.9;1;1;ALTO
Mestizos;MASCULINO;0;23;8.755;46;1;1;ALTO
Mestizos;FEMENINO;0;22;9.655;19.4;1;1;ALTO
Mestizos;FEMENINO;0;24;9.445;49.7;1;1;ALTO
Mestizos;FEMENINO;0;23;8.615;30.6;1;1;ALTO
Mestizos;FEMENINO;2;48;9.24;16.6;1;1;ALTO
Mulato;MASCULINO;1;35;8.67;34.7;1;1;ALTO
Mestizos;FEMENINO;3;33;9.25;5.2;1;1;ALTO
Mestizos;MASCULINO;0;23;9.45;8.5;1;1;ALTO
Mestizos;MASCULINO;0;29;9.345;34.7;1;1;ALTO
Mestizos;FEMENINO;0;23;9.74;15.1;1;1;ALTO
Mestizos;FEMENINO;0;22;9.03;37.7;1;1;ALTO
Mestizos;FEMENINO;0;24;9.58;11.8;1;1;ALTO
Mestizos;FEMENINO;4;39;9.055;28.9;1;1;ALTO
Mestizos;MASCULINO;2;31;8.66;2.6;1;1;ALTO
Mestizos;FEMENINO;0;23;9.725;40.9;1;1;ALTO
Mestizos;MASCULINO;2;35;8.745;4.5;1;1;ALTO
Mestizos;MASCULINO;0;25;9.365;8.7;1;1;ALTO
Mestizos;FEMENINO;0;34;9.395;41.4;1;1;ALTO
Mestizos;MASCULINO;0;30;9.555;26;1;1;ALTO
Mestizos;MASCULINO;0;26;9.455;13.6;1;1;ALTO
Mestizos;MASCULINO;0;23;9.35;2;1;1;ALTO
Montubio;MASCULINO;0;27;8.76;50;1;1;ALTO
Mestizos;MASCULINO;0;23;9.295;18.4;1;1;ALTO
Mestizos;FEMENINO;0;22;8.62;31.8;1;1;ALTO
Mestizos;MASCULINO;3;32;8.52;41.3;1;1;ALTO
Mestizos;MASCULINO;0;26;9.04;7.8;1;1;ALTO
Mestizos;FEMENINO;4;30;8.485;21.2;1;1;BAJO
Mestizos;MASCULINO;0;22;8.91;41.7;1;1;ALTO
Montubio;MASCULINO;0;25;8.97;8.4;1;1;ALTO
Mestizos;FEMENINO;0;23;9.24;7.5;1;1;ALTO
Mestizos;MASCULINO;1;30;8.37;32;1;1;BAJO
Blancos;FEMENINO;0;28;9.08;35.3;1;1;ALTO
Mestizos;MASCULINO;0;26;8.305;8.8;1;1;BAJO
Montubio;FEMENINO;0;23;9.265;23.9;1;1;ALTO
Mestizos;FEMENINO;0;25;9.105;15.2;1;1;ALTO
Mestizos;MASCULINO;0;25;9.54;47.5;1;1;ALTO
Mestizos;MASCULINO;0;24;9.025;30.7;1;1;ALTO
Mestizos;MASCULINO;0;24;9.31;36.5;1;1;ALTO
Mestizos;MASCULINO;0;25;9.395;18.3;1;1;ALTO
Mestizos;FEMENINO;1;24;8.17;4.7;1;1;BAJO
Mestizos;MASCULINO;0;28;9.095;10.1;1;1;ALTO
Mestizos;MASCULINO;0;23;9.52;26.4;1;1;ALTO
Mestizos;MASCULINO;0;23;8.845;27.5;1;1;ALTO
Mestizos;MASCULINO;0;24;8.465;28.6;1;1;BAJO
Mestizos;FEMENINO;0;22;9.205;21.8;1;1;ALTO
Mestizos;MASCULINO;0;22;8.25;37.6;1;1;BAJO
Mestizos;MASCULINO;0;24;8.12;27.4;1;1;BAJO
Mestizos;MASCULINO;0;24;9.62;43.2;1;1;ALTO
Mestizos;MASCULINO;0;25;8.465;43;1;1;BAJO
Montubio;MASCULINO;0;24;8.435;25.9;1;1;BAJO
Mestizos;MASCULINO;0;23;9.335;29.9;1;1;ALTO
Mestizos;MASCULINO;0;23;9.055;23.4;1;1;ALTO
Mestizos;MASCULINO;0;23;9.145;4.5;1;1;ALTO
Montubio;FEMENINO;1;25;9.315;24.5;1;1;ALTO
Mestizos;MASCULINO;1;25;8.8;28;1;1;ALTO
Mestizos;MASCULINO;0;24;8.87;3.2;1;1;ALTO
Blancos;FEMENINO;0;22;9.48;36.4;1;1;ALTO
Mestizos;MASCULINO;0;24;9.035;9.4;1;1;ALTO
Mestizos;FEMENINO;1;23;9.05;25.4;1;1;ALTO
Mestizos;MASCULINO;0;24;8.845;1.2;1;1;ALTO
Mestizos;FEMENINO;0;24;9.105;11.3;1;1;ALTO
Mestizos;FEMENINO;0;27;8.695;31.9;1;1;ALTO
Montubio;MASCULINO;0;24;8.35;2.3;1;1;BAJO
Mestizos;MASCULINO;0;24;7.805;45.8;1;1;BAJO
Mestizos;MASCULINO;0;27;8.13;28.6;1;1;BAJO
Mestizos;FEMENINO;0;23;8.27;10.7;1;1;BAJO
Blancos;MASCULINO;0;23;9.765;15.4;1;1;ALTO
Mestizos;FEMENINO;0;24;8.66;6.4;1;1;ALTO
Mestizos;MASCULINO;0;28;9.62;42.5;1;1;ALTO
Mestizos;MASCULINO;0;27;8.915;27.9;1;1;ALTO
Mestizos;FEMENINO;0;23;9.09;47.1;1;1;ALTO
Mestizos;FEMENINO;0;22;9.425;18.4;1;1;ALTO
Mulato;MASCULINO;0;23;9.15;27.4;1;1;ALTO
Mestizos;FEMENINO;1;24;9;49.6;1;1;ALTO
Mestizos;MASCULINO;0;23;9.355;33.5;1;1;ALTO
Mestizos;MASCULINO;0;26;8.5;42.6;1;1;BAJO
Mestizos;FEMENINO;0;24;9.61;5.2;1;1;ALTO
Mestizos;FEMENINO;0;22;9.03;11.6;1;1;ALTO
Mestizos;MASCULINO;0;26;8.985;11.5;1;1;ALTO
Mestizos;FEMENINO;1;22;9.435;2.2;1;1;ALTO
Mestizos;MASCULINO;0;27;7.885;23.6;1;1;BAJO
Mestizos;MASCULINO;0;26;8.96;4.9;1;1;ALTO
Mestizos;FEMENINO;0;22;9.575;14.6;1;1;ALTO
Mestizos;MASCULINO;0;23;9.395;42;1;1;ALTO
Mestizos;FEMENINO;0;22;8.21;34.3;1;1;BAJO
Mestizos;MASCULINO;1;26;8.035;14.4;1;1;BAJO
Mestizos;FEMENINO;0;27;8.64;37.4;1;1;ALTO
Mestizos;FEMENINO;0;23;9.14;15.8;1;1;ALTO
Mestizos;FEMENINO;0;23;9.205;9.3;1;1;ALTO
Mestizos;FEMENINO;0;24;8.96;1;1;1;ALTO
Mestizos;MASCULINO;0;25;8.825;21;1;1;ALTO
Mestizos;MASCULINO;0;24;7.98;29.5;1;1;BAJO
Blancos;MASCULINO;0;23;7.925;36.2;1;1;BAJO
Mestizos;FEMENINO;2;24;8.83;7.5;1;1;ALTO
Mestizos;MASCULINO;0;22;8.86;43.3;1;1;ALTO
Mestizos;FEMENINO;0;23;9.675;46.5;1;1;ALTO
Mestizos;FEMENINO;1;26;8.9;21.8;1;1;ALTO
Mestizos;FEMENINO;0;22;9.35;49;1;1;ALTO
Mestizos;FEMENINO;0;23;8.86;49.8;1;1;ALTO
Mestizos;MASCULINO;1;24;8.94;6.2;1;1;ALTO
Mestizos;FEMENINO;0;23;8.92;31.7;1;1;ALTO
Mestizos;FEMENINO;0;25;9.25;17.5;1;1;ALTO
Mestizos;FEMENINO;0;24;9.235;46.9;1;1;ALTO
Mestizos;MASCULINO;0;25;8.81;14.2;1;1;ALTO
Mestizos;FEMENINO;0;23;8.98;11.6;1;1;ALTO
Mestizos;MASCULINO;0;23;9.415;30.1;1;1;ALTO
Mestizos;MASCULINO;0;24;9.545;27.6;1;1;ALTO
Mestizos;MASCULINO;0;26;8.865;36.7;1;1;ALTO
Mestizos;FEMENINO;0;23;8.71;36.7;1;1;ALTO
Mestizos;FEMENINO;1;22;9.035;20.4;1;1;ALTO
Mestizos;MASCULINO;0;27;8.95;1.5;1;1;ALTO
Mestizos;MASCULINO;0;24;8.485;20.6;1;1;BAJO
Mestizos;MASCULINO;0;23;9.19;32;1;1;ALTO
Mestizos;MASCULINO;0;23;8.935;37;1;1;ALTO
Mestizos;FEMENINO;0;24;9.035;23.8;1;1;ALTO
Mestizos;FEMENINO;1;23;8.84;40.5;1;1;ALTO
Blancos;MASCULINO;0;23;8.215;22;1;1;BAJO
Mestizos;MASCULINO;1;24;8.735;5.3;1;1;ALTO
Mestizos;FEMENINO;0;23;8.805;17.5;1;1;ALTO
Mestizos;FEMENINO;0;23;9;32.7;1;1;ALTO
Mestizos;FEMENINO;0;22;8.245;42;1;1;BAJO
Mestizos;MASCULINO;0;26;8.51;8.5;1;1;ALTO
Mestizos;MASCULINO;0;23;9.47;11.7;1;1;ALTO
Mestizos;MASCULINO;0;25;7.985;39.6;1;1;BAJO
Mestizos;MASCULINO;1;23;8.225;8.7;1;1;BAJO
Mestizos;MASCULINO;0;24;8.535;10.1;1;1;ALTO
